"Niveaux_des_prix";"Qualite_du_service_client";"Qualite_garantie";"Satisfaction";"Resume";"Plus";"Moins"
"Assez mauvais";"Mauvais";"Assez mauvais";"Mauvais";"Service client quasi impossible à joindre, lorsque par chance on arrive à avoir un interlocuteur, accueil  extrêmement désagréable, 3 à 6 mois pour un remboursement, malgré des réclamations, j'ai résilié au bout d'un an.";"neant";"remboursements trop longs, personnel désagréable et inefficace. je déconseille cette mutuelle."
"Assez mauvais";"Mauvais";"Assez bonne";"Mauvais";"C'est une Mutuelle catastrophique. Le Service client est nul on n'arrive jamais à les joindre par téléphone ou via le site internet. Rien ne fonctionne. Je suis toujours dans l'attente de remboursements après 3 mois. Mais comme on ne parvient pas à les joindre c'est une horreur.";"Il n'y en a aucun";"Tout est négatif pour moi"
"Mauvais";"Assez bonne";"Bonne";"Assez mauvais";"Seul avantage : retrait des cotisations mensuelles sur salaire, mais la cotisation reste TROP ELEVE.";"prélèvements sur salaire. Option perte de salaire incluse au contrat.";"PRIX EXORBITANT...+100€ pour un assuré en MultiSanté (c'est pas les meilleurs garanties! beaucoup de produit pharmaceutiques non remboursés ou a 15%)"
"Assez mauvais";"Bonne";"Assez mauvais";"Assez bonne";"Assuré multi santé depuis plus de 8 ans, je n.ai pas rencontrer de problèmes particuliers mais le montant de la cotisation me paraît  prohibitif en regard des garanties annoncées. 
D'autres mutuelles annoncent un niveau de garantie bien supérieure à cotisation égale.";"Prise en charge sans problèmes et relativement rapide.";"Prise en charge minimale pour une cotisation maximale."
"Mauvais";"Mauvais";"Mauvais";"Mauvais";"LA PIRE mutuelle qu'il m'a été donné d'avoir!! Pour une cotisation de 200€ Mensuels, je ne m'attendais pas a une telle médiocrité de service, et de considération du client! Et dire qu'ils osent encore démarcher des clients!! FUYEZ, meme si soit disant ils vous offrent les 3 premiers mois, ça vous coutera largement plus lorsque vous devrez avancer tous les frais, et payer le nombre faramineux de médicaments qu'ils ne prennent pas en charge!
En gros cette mutuelle ne m'a servit a rien, mais m'a couté TRES CHER!
Ils sont idéals si vous n'avez pas besoin d'eux.

Il savent mettre 5 mois pour vous rembourser des frais que vous avez avancé mais vous préleverons sans vergogne le trop plein perçu le mois suivant, alors que c'est eux qui se sont plantés dans les calculs!
JE RESILIE DES LA FIN DU CONTRAT EN PLACE! c'est une honte!";"AUCUN";"*Mutuelle beaucoup trop chere pour la médiocrité des services qu'elle propose meme avec une garantie supérieure!En prenant un 1er prix ailleurs vous avez beaucoup plus d'avantages
*Gestion des remboursement calamiteuses et anarchiques (3mois pour rembourser des frais que j'ai avancé avec des erreurs comptables dignes d'un gamin en maternelle)
*Capharnaüm sans nom entre les services, qui vous perdent des copies de factures envoyées , mais se renvoient la balle, ce n'est jamais de leur faute!
*Impossible a joindre au téléphone pour régler un probleme ou demander des infos
*remboursements minables pour l'optique, les hospitalisations"
"Assez mauvais";"Assez bonne";"Bonne";"Assez bonne";"Nous sommes une famille de 3 personnes. Je suis retraité , ma femme n'a pas de revenu et nous avons une fille de 14 ans . Quelle est la meilleure Mutuelle selon vous amis retraités ?";"remboursements rapides et de bon niveau";"Quand une partie des cotisations est prise en charge par l'employeur , vous etes dans de bonnes mains et le cout est supportable 
C'est loin d'etre le cas lorsque vous passez en mode retraite !"
"Mauvais";"Mauvais";"Mauvais";"Mauvais";"430e non remboursé par Mercer soit disant déjà réglé et pourtant rien sur le compte, lorsqu'on leur demande un justificatif de paiement ils font les morts pas de réponse depuis plus d'un mois malrgé nos relances.
Dommage qu'on ne puisse pas mettre les étoiles en negatif une c'est encore trop";"Aucun";"Aucun contact, pas de service, une attente par télèphone interminable"
"Assez mauvais";"Mauvais";"Assez mauvais";"Mauvais";"Rapport qualité/prix à revoir";"Bonne couverture spécialistes, optique et paramédical";"Délais de réponses d'un mois après envoi d'un mail ou d'un courrier. Peu convivial au téléphone. Perd facilement les documents. Si la couverture semble bonne, l'assureur se fait qq fois tirer ""l'oreille"" en faisant des oublis !"
"Bonne";"Assez bonne";"Bonne";"Très bonne";"C'est la mutuelle de mon travail. Je trouve que c'est une bonne mutuelle: pas vraiment chère, les délais de traitement sont rapides (3 à 4 jours en moyenne) et elle rembourse vraiment très bien (lunettes, soins dentaires)";"remboursement rapide";"il m'avait fallu beaucoup d'appels au service client pour recevoir ma carte de mutuelle et pouvoir bénéficier du tiers-payant"
"Assez bonne";"Mauvais";"Assez mauvais";"Mauvais";"Délai de remboursement trop long - ne répond pas au mail - difficile de joindre le service - prix attractif en mutuelle d entreprise sauf si conjoint n a pas sa propre mutuelle et là le prix grimpe";"le prix en individuel entreprise";"ne répond pas au mail et difficile de joindre - délai de remboursement vraiment trop long plus de 10 jours"
"Mauvais";"Mauvais";"Mauvais";"Mauvais";"J'ai fait une demande de prime de naissance en janvier 2017. Temps standard de traitement annoncé par leur service : 15 jours. 
Nous sommes en avril 2017, et rien ne se passe. Je les appelle toutes les semaines, ils me disent ""vous avez notre parole, ça sera fait dans la semaine. Mais rien ne se passe.";"A l'heure pour vous prélever de l'argent";"Réactivité, respect des engagements, service client, incompétence"
"Mauvais";"Mauvais";"Bonne";"Mauvais";"J'avais cette mutuelle obligatoire en tant que salariée, mais à la fin de mon contrat, j'ai voulu continuer à adhérer en tant que particulier, mais le prix de la cotisation mensuelle était inabordable.";"Bonnes garanties";"Le prix de la cotisation mensuelle très très chères.
Le  service client incompétent......."
"Assez mauvais";"Mauvais";"Assez mauvais";"Mauvais";"Service très lent et désorganisation totale. J'ai adhérer en décembre 2016 et j'ai reçu ma carte tiers  payant seulement au mois de février. Depuis maintenant plus de deux semaines j'attend qu'ils enregistrent auprès de ma CAF ma mutuelle, bien entendu je n'ai aucun remboursement depuis décembre.";"AUCUN";"SERVICE CLIENT
Lenteur des services
Aucune réponse au mail et demande."
"Mauvais";"Mauvais";"Bonne";"Assez bonne";"Mutuelle obligatoire en entreprise. Bons remboursements mais trop chère en tant que particulier (près de 200 euros par mois!)";"Remboursements de lunettes et couronnes dentaires au top. Delai de remboursement rapide";"Service client impossible à avoir au téléphone et envoi d'un mail automatique par internet, aucune communication possible !!"
"Très bonne";"Très bonne";"Très bonne";"Très bonne";"Je n'ai jamais eu aucun pb avec Metlife. Les personnes qui s'occupent de la plateforme sont très compétents et les délais sont satisfaisants.

Je recommande fortement.
Bien moins cher que leurs concurrents";"Les interlocuteurs";"Je n'en voit pas"
"Assez bonne";"Mauvais";"Assez bonne";"Mauvais";"INCOMPETENT tout simplement, pas de suivi client, pas de réponse à nos questions. ils continuent de prélever alors que nos prêts sont remboursés et ce malgré nos demandes de résiliation";"il n y en a pas";"service client incompétent"
"Assez mauvais";"Mauvais";"Mauvais";"Mauvais";"INCOMPÉTENT TOUT SIMPLEMENT. Metlife continue de me prélever des mensualités alors que notre credit est remboursé depuis 10 mois. Ceci malgré nos incessante relance auprès de leurs services.";"Rien";"Le service client"
"Mauvais";"Mauvais";"Mauvais";"Mauvais";"Délai de réponse trop long malgré les relances. A éviter.";"rien";"Prix élevé, ils demandent des pièces complémentaires malgré l'envoi effectué. Ils n'arrêtent pas d'envoyer des courriers de relance alors qu'ils ne font pas leur travail0"
"Mauvais";"Mauvais";"Mauvais";"Mauvais";"A DECONSEILLER FORTEMENT. Aucune réponse de leur part pour avoir un document récapitulatif malgré des relances. Contrat en cours de clôture depuis des mois suite au rachat de mon prêt. Toutes les pièces sont en leur possession, j'ai du faire opposition et par contre je reçois un avis d'échéance de cotisation alors que c'est eux qui me doivent de l'argent. HONTEUX TOUT SIMPLEMENT";"AUCUN";"AUCUN PROFESSIONNALISME"
"Assez bonne";"Assez bonne";"Assez bonne";"Assez bonne";"Très mal géré... Les remboursements d'assurance prennent des mois, alors que les documents ont été envoyés. On me dit que les documents nécessaires n'ont pas été reçus et ensuite Metlife s’aperçoit qu'ils sont bien arrivés.";"Aucun plus.";"Aucune efficacité pour les remboursements."
"Mauvais";"Mauvais";"Mauvais";"Mauvais";"profiteur de la situation des  personnes
opere d un tendon pour maladie professionnelle on me radie de l assurance pour une pathologie sans traitement non declare et d un arret de travail de plus de 21 jours sans rapport avec l operation que je viens d avoir et une reponse au bout de 6 mois et mes 10 dernireres anneees fiche de paye";"aucun";"decu a 100  pourcent temps d attente au telephone inimaginable
demande copie de dossiers impossible car fait avec un courtier aucun double"
"Mauvais";"Mauvais";"Assez mauvais";"Mauvais";"Suite à un problème familial, je n'ai pu honorer dans les temps 2 primes mensuelles d'une assurance emprunteur. J'ai reçu une lettre de mise en demeure directement sans aucune autre lettre auparavant m'indiquant que si je ne réglais pas mes primes dans les 40 jours, mon contrat serait résilié sans autre avis de leur part. j'ai envoyé le règlement par chèque dans les temps et plus d'un mois après mon chèque n'est toujours pas débité  et ma mensualité de ce mois ci n'a pas été débitée non plus. Je n'arrive pas à les joindre pour savoir ce qu'il se passe, j'ai un chèque qui se trouve dans la nature ou quelque part dans leur service j'en sais rien. Je n'ai eu aucune nouvelle de leur part. Je n'ai jamais vu de société si peu sérieuse pour un assureur qui se moque carrément de leur client .";"rien";"rien"
"Assez mauvais";"Assez mauvais";"Mauvais";"Mauvais";"devis pour prevoyance atcd cancer du sein in situs opere il y a 6 ans rayons pas hormonaux therapie";"l offre avant le questionnaire de sante";"vous avez eu un cancer du sein il y a 6 ans gueri aujourd hui on me propose de m assure a l exclusion des risques lies ou consequences de l affection mammaire   a quoi bon m assurer!!!  je demande un tarif adapte car je comprend le risque reponse du medecin NON pas de revision meme avec tarif adapte   heureux pour les patients que ce medecin soit planque dans une assurance  ,je l ui souhaite d etre confronte au probleme un jour pour un menbre de sa famille mais la il y aura certainement possibilite d assurance   pour s assurer chez metlife il ne faut pas atcd  !!!!!!!"
"Assez bonne";"Mauvais";"Assez bonne";"Mauvais";"Service client désagréable 
Délai de traitement des dossiers extrêmement long! Aucun effort n'est fait pour accélérer le traitement des dossiers. Incapable de donner des délais. A ÉVITER IMPÉRATIVEMENT";"Aucun";"Trop nombreux pour les citer"
"Très bonne";"Assez bonne";"Très bonne";"Très bonne";"bonjour, je suis actuellement courtier et aussi client de cette assurance Metlife (entre autres)  
En effet certains délais peuvent être longs, mais c'est comme partout, il faut avoir les bons interlocuteurs. 
Par exemple, tous mes dossiers emprunteur et prevoyance, je les traite directement avec l'inspecteur région. Qui est trés bon et accélère les choses. 
Si vous avez des difficultés, c'est que votre courtier ne fait pas ce qu'il faut. C'est à lui d'accélérer les dossiers avec son inspecteur et à gérer. 
Quand on a un client, on s'occupe de lui jusqu'au bout, pas juste avant d'encaisser le chèque !!! 

www.pyrenees-finance-conseil.fr";"avoir les bons interlocuteurs";"eviter le standart telephonique"
